t,l1,l2,l3,num_cells,shape_velocity,l1_micro,l2_micro,l3_micro,cluster,state
0,17449.56427136757,5675.610560708347,0.2626679240774229,4,0.0,-1.5931243947382825,-3.492541931286823,0.6624200563729594,2,1
1,16894.292742128364,6522.624314255527,0.3329436161066059,4,1012.7974994145677,1.3732095965563076,5.5556733487971,0.1429956002788756,2,1
2,15667.358398785924,5920.45463336872,0.061967845356243334,4,1366.739287823516,0.5007380359041917,4.413256250211475,-0.7302299316517047,2,1
3,14977.186666506856,5229.428160385307,0.01017310784137023,4,976.6548054884494,0.6083714240091069,1.6155765413508192,-1.3846970063869983,2,1
4,13484.80693479969,4553.944758448855,6.526084529230929,6,1638.1445439898291,-3.6856211575751274,-2.1256856767494554,0.6013880594444336,1,0
5,15031.881666696621,3939.111977168615,8.811911690320123,6,1664.7716960642288,3.9338694458400454,-6.3946784622744275,0.5862744088760738,1,0
6,14579.349681848991,3307.5790628966815,5.654588587660887,6,776.9356394245996,2.4972935391706415,-11.730493231238661,-0.39458914806143675,1,0
7,13658.311208789104,4267.273006012073,11.109662749845453,7,1330.1707000016845,-1.5636749619986574,-4.436908789918576,0.2089102115928414,1,0
8,14741.28413891027,5788.546948202579,13.964831254492807,7,1867.3813018637245,2.2968880427767857,5.470203027858645,0.2996776547220419,2,1
9,13681.761769903162,6360.098299305959,14.588910382719924,7,1203.8517295951744,-3.223461052068643,8.057518459520097,0.10777364431896652,2,1
10,13377.2363748402,6565.8934779924,17.931371657191086,7,367.5575381572364,-5.891408288926911,8.130107971881316,0.2868332721541833,2,1
11,15157.067542808134,5537.292617884837,19.81171430702849,8,2055.6804838234466,0.3042513462156222,1.0641619510039533,0.2581544981537309,2,1
12,16033.78614365912,5793.691163620498,19.94456772038101,8,913.4416987326014,2.492373852287841,1.8217351166600508,0.11007299269268245,2,1
13,16403.11270333987,5638.522952077932,15.489344582198411,8,400.62342738805023,2.837090513365297,-0.1817808390226645,-0.46059258808839987,2,1
14,16358.68559099156,5887.661434374699,15.215474633747268,8,253.0688180663401,1.4994588003708031,0.7040356734098481,-0.4459745113024054,2,1
15,17238.10112026797,6157.326468066123,19.9005366659087,8,919.8439287914827,4.30424586815127,2.2045671267375724,0.045369587942991174,2,1
16,17387.288934291755,5882.714495491501,23.871570216745287,8,312.5452102368273,3.94785818120468,0.7769671205595614,0.4141528037953712,2,1
17,15618.397090379896,4827.431844271449,20.405440348651158,8,2059.7601422204916,-3.715808392185707,-5.2554172303345155,0.07131664063069909,2,1
18,17356.633045214683,4709.44390870462,17.553046080698554,10,1742.2380789584372,2.7866065642258206,-5.066873638839681,-0.23063928866066874,2,1
19,15929.141464454751,5615.588464341294,20.00618231506342,12,1690.809328909637,-3.22923007400054,1.6587896496913856,0.05443615609669461,2,1
20,16417.137162496474,5550.072710186312,18.720682872771018,12,492.37563694656984,-1.4513099998715404,1.0478289546541504,-0.11601794058892612,2,1
21,16026.79091782996,5423.932741202747,17.82495207840724,12,410.2222383465834,-2.6186609725012886,-0.46572098718029054,-0.2630769313140604,2,1
22,16380.800083452703,5627.2382733739505,20.301920951125645,12,408.2422860644443,-0.8286615962517203,0.5994666627074423,-0.03873985971507299,2,1
23,16831.09300555953,5519.821284144149,23.64821029631875,12,462.93986966676664,1.2805167469051355,-0.5414150862265643,0.2536365039570594,2,1
24,16297.665829844658,5501.7127727611105,21.852166625000283,13,533.7374783060719,-0.386221730476521,-1.2882594842072592,0.015265364244818613,2,1
25,16397.249370429432,5775.214655534511,20.09209648503484,14,291.0726013950671,0.9862667539827754,0.01488352112478708,-0.18196670960003924,2,1
26,16486.346834566993,5889.129836730529,21.385573600434558,14,144.62606855513215,1.8498272823872242,0.004117304112824627,-0.07442150630014766,2,1
27,16323.700236490164,6102.759886848604,21.3766113551097,14,268.49900234402895,1.5868070437508521,0.4853948499825549,-0.1748319473281219,2,1
28,16483.481528328597,6291.7170280755745,26.587157881544233,14,247.5116406097541,3.1125925736291293,1.364879509392111,0.2987741710701073,2,1
29,16137.023974506177,6611.440474247167,26.868884579990194,15,471.44034405467124,2.095938571112299,3.1514526768610125,0.30941834898201837,2,1
30,15059.27097739097,6422.914245787547,23.308110154812326,15,1094.1235491124974,-1.590367040857771,1.3323662813415211,-0.07992994048235946,2,1
31,14566.406617749584,6141.14294773594,24.3171011811442,15,567.7247215625652,-3.3409445814857293,-1.1672035532962752,-0.02636120532635644,2,1
32,14892.773192822031,6222.712782689115,25.047357822189824,15,336.4064692801983,-1.8383570589079454,-1.2839334595139604,0.010242089816267175,2,1
33,14688.312511778475,6441.8625055830025,26.118315971861406,15,299.7197325646428,-2.8161552316869773,-0.6346203945620061,0.08399757591722246,2,1
34,14505.285502053004,5986.605914113769,22.393028277674546,15,490.6845505348994,-4.057431652866825,-4.200351922748439,-0.3523754984700309,2,1
35,16251.026357426868,6691.401096799415,25.912823551493904,24,1882.6470122190017,2.1539536827871615,-0.4783634250625113,-0.02986026186615298,2,1
36,15835.099338894419,6995.668271594038,27.100445067096178,24,515.3398964253187,-0.47373074549248884,0.7011190529633211,0.07914241917899822,0,3
37,16078.596251959765,6962.916636753069,23.415930731605524,24,245.71730078079037,-0.5840605897075619,-0.14526801593872563,-0.2787026084838473,2,1
38,16649.39148202044,7347.19282547422,26.13270639422697,24,688.1008390839778,0.5864328826129395,1.4675349234007484,0.027426815546168548,3,2
39,17075.026572748586,7401.526143457506,29.152144905016975,24,429.0995885702402,0.9924158740494136,1.2094625742118836,0.3162126665499736,3,2
40,17664.94113287433,7477.060998184545,30.35724394112279,24,594.732002494125,2.0781075595956224,0.9822284772764505,0.41028463316455976,3,2
41,17752.639908767633,7435.210831888147,26.265578788667657,24,97.25869336948583,1.7058016696493894,0.17487413769499938,0.03194910582574728,3,2
42,17781.375275609826,7573.033546601415,24.546038899871363,24,140.79694178468253,1.402756148585837,0.48507686312012765,-0.13087982884471305,3,2
43,17876.20368931344,7636.355366597527,25.534694089030967,24,114.03095357071575,1.4539393557305118,0.4644242164911532,-0.028223834368427347,3,2
44,18076.95212705501,7615.351960857777,24.27403708721938,24,201.84812995028284,2.2228885549394306,0.04711994284095056,-0.16209156637368238,3,2
45,16976.688040565292,7299.457476182496,24.147382660494593,26,1144.7141134399715,-1.4768270286889447,-1.613210520324273,-0.15093293040049804,3,2
46,16782.864605516414,7433.470406908153,23.910549705614493,26,235.64177402505462,-1.9838690705963984,-0.5885778622654811,-0.17579205718491053,3,2
47,16803.8451217012,7327.698311131595,24.949170717510846,26,107.83782749087528,-1.4244591257831587,-0.8891932364444415,-0.08115756290973675,3,2
48,16936.167550010137,7268.046189261227,26.59987019609149,26,145.15621063523096,-0.24256784986096136,-0.8435622981302089,0.10458380323376648,3,2
49,16677.03477810136,7480.964829874399,27.58914942069089,26,335.38801360673637,-0.9252195654831326,1.2069530808166036,0.1966315676454773,3,2
50,16690.845642669512,7560.942929438666,26.582729666969485,26,81.16803108830761,-0.3391300083484623,2.403826316503725,0.06217482216060066,3,2
51,16942.49679693328,7552.579614548566,26.303766032949746,26,251.7902426603272,0.812696741968324,2.967073268297355,-0.031064024323930184,3,2
52,16766.689149336195,7117.7069592796715,27.105166894331564,28,469.0663039460197,0.3017290362271865,0.948745273323155,-0.001877359867688888,3,2
53,16584.67680272631,6876.324582560942,27.41953308010002,28,302.31448019391706,-0.26129682094853024,-0.19430984457892464,-0.005211823298222562,2,1
54,16495.701315211096,6690.499990376256,27.399459718770046,28,206.0277089182776,-0.6682575516346958,-1.2931354095320131,-0.04850791331656623,2,1
55,16658.989762492325,6501.084813323714,27.84124051048496,28,250.08282924588937,-0.36403437656557003,-2.7082365035392257,-0.03257832239488412,2,1
56,16906.620554363857,6658.889634205956,27.688791022019853,28,293.6382022446075,0.5051908554755187,-1.9999243174170118,-0.0714467742338405,2,1
57,16874.31421638281,6666.977502115451,28.352414154804976,28,33.309960623356,0.33628426900696695,-2.438533339893951,-0.020289751345869966,2,1
58,17383.358330252075,6375.751481025698,30.10241094445424,30,586.4653167182856,2.183003778924501,-4.768226739403957,0.13681959004326671,2,1
59,16254.341087709152,7573.409898339364,29.69240328676511,37,1645.9239917528937,-2.3802964162729126,1.694789652339125,0.08610392803714628,0,3
60,17212.056570711313,7741.8327997343595,29.211765303377298,43,972.4121816952119,1.0921247747748453,1.8269880901123656,0.03528875353143235,3,2
61,16633.574025721493,7909.155088754952,28.50545342479645,45,602.1954019564243,-1.4071348395169423,1.752254489861187,-0.024177224893182192,3,2
62,16876.992607937686,8116.494684292159,28.476164560286286,45,319.75352211275407,-0.7061114773290171,1.8452642182612067,-0.012113909538516765,3,2
63,17241.55525123907,8268.320928832707,28.92381992822138,45,394.91433225132283,0.5079031973302506,1.8054468504017507,0.03447462640045629,3,2
64,17148.90403967371,8273.389017693498,28.535865128060493,46,92.79053312788446,0.13900768980309408,1.1918681761301855,-0.001257228763188678,3,2
65,16956.031909080608,8117.901929165113,28.93667215124679,46,247.74191027120702,-0.5106411804199524,-0.09171454006039426,0.02627907717407396,3,2
66,17155.11853708937,8175.072873377648,27.833940370479336,47,207.1357485598078,0.3699807862126363,0.09034513644495235,-0.07906169420297449,3,2
67,17296.465569515134,8099.913641984647,27.682354819818716,47,160.0872156586404,1.1146467981135402,-0.3014641026085201,-0.09204599064268049,3,2
68,17276.644661669874,8217.313181676303,28.100316376043086,48,119.06172768562334,1.3011177509773688,0.5676928183708299,-0.06220439511855247,3,2
69,17137.70362682949,7882.664820227729,27.371661230980404,49,362.34606099839505,0.8997285468094844,-0.6257190764191165,-0.1513117821562906,3,2
70,16778.380169858752,7955.945961220661,28.91946892058637,50,366.72314906925635,0.03354717629375159,-0.005275384613327105,-0.0050212743463813325,3,2
71,16358.941651692025,7722.824436434703,29.857133711028645,51,479.86997723934513,-1.3276319462840434,-1.1079537096075427,0.08350980199889779,0,3
72,16469.99819856938,7703.138087546405,30.93753164661903,51,112.79306803422598,-0.29041627026822425,-1.0961783278133765,0.1891161240908552,3,2
73,16245.233190148927,7677.89977881941,30.42335552224792,51,226.17812806443695,-0.6042355267285018,-1.088715150206781,0.137630988098298,0,3
74,16290.74990478736,7799.374493172078,30.19317220588143,51,129.72251355450175,0.01994671217380528,-0.2715632072280556,0.11139778640305487,0,3
75,16138.144763433858,7809.125641502502,28.15596953500349,51,152.92993250507442,-0.14380656626910593,-0.08745762414123703,-0.0754812385977992,0,3
76,15921.407555224101,7856.193116895305,29.104441298506817,51,221.7910373777488,-0.46892341008025085,0.416944395300618,0.00831194130771884,0,3
77,16108.110843120314,7919.878800312113,28.950764103137296,51,197.26633671309023,0.8474495936913371,0.9539951943113465,-0.007218301919168724,0,3
78,16017.187977677395,7898.718962096931,27.134198249506806,51,93.37026360220031,0.7606241740122073,1.007730733267465,-0.18487421785949198,0,3
79,15889.213699918291,8084.273657678742,26.565698919699187,51,225.40692982228984,0.34863889995199315,2.1550970888342675,-0.2421721988872756,0,3
80,15847.01470178402,7746.432173913608,29.25515349424518,53,340.4773953760694,0.061441072405855834,0.44265107782690905,0.02328869422642832,0,3
81,15564.128453763597,7680.779662595675,29.744785029123477,53,290.4050986130653,-1.3043175860643714,0.12937802228363182,0.06698144699826614,0,3
82,15980.506708846347,7382.255988936228,30.606300845680583,54,512.3358051614103,0.07175833522984476,-1.5546811180468865,0.13026816747483405,0,3
83,15946.458614834211,7455.5116301727385,28.966311920343458,54,80.79821311456571,-0.5126327040844956,-1.1356434598273069,-0.03835428490273429,0,3
84,15914.23907895389,7484.550026042385,29.479324755793144,55,43.37729946867366,-1.179364046144741,-1.0463692402525595,-0.01764234033411327,0,3
85,15933.651799211222,7521.990600563286,30.62260022549297,60,42.18954144150159,-1.748730686937023,-1.0182789515971962,0.06279947919258877,0,3
86,16302.17135516134,7714.51303713286,30.730622185643444,67,415.7782622613898,-0.948070037080484,-0.21680979777728737,0.06192836480215114,0,3
87,17237.159208146273,7758.424901727474,30.544410956072557,77,936.0184676362824,1.9913251819600077,-0.3857296940085462,0.036480337753923564,3,2
88,17124.6170122213,7850.128734481421,29.3176084430315,82,145.17866182667728,0.7439277108805697,-0.30838620424175645,-0.08019454236328727,3,2
89,17388.13919662116,8092.765397622918,29.760222772695037,87,358.21318775103487,0.980935288112363,0.5398976140568124,-0.030711095370964614,3,2
90,17428.18419326984,8287.844661145135,30.611899717257245,88,199.14880408021872,0.4424571566750046,0.9677237443146964,0.07419179458394343,3,2
91,17485.45540106089,8381.382212415418,30.12235553195122,88,109.67909733853548,0.06726116037108909,0.9287613934121453,0.044478175652922225,3,2
92,17550.25236509645,8374.898306934596,28.909632721020632,88,65.13185299932637,-0.04204509449206739,0.3452398327692947,-0.054630759704419773,3,2
93,17616.23539063225,8476.028707588694,29.828618721210006,88,120.75579543270294,-0.06272963367152329,0.4950535188793168,0.0359765141105024,3,2
94,17536.14582676474,8471.369907555145,28.508671671851406,88,80.23580820589827,-0.37960110207455955,0.1494173447401863,-0.0625815682909252,3,2
95,17555.012036264463,8526.821399818007,28.80228189273208,88,58.57378306057702,-0.08009584290911675,0.17377249836665953,-0.015125462202519202,3,2
96,17693.9294331238,8448.60510707905,28.29836268969946,88,159.4242313281274,0.9521684027309618,-0.4107018854959392,-0.048102495129032974,3,2
97,17542.325907813818,8341.368182574039,28.876033068931477,90,185.6979282780924,1.056622018494778,-1.102656418289726,0.01460898037416758,3,2
98,17144.607048605874,8505.034444613162,29.027103189274175,92,430.0778523961778,0.10776143354718215,-0.18941375690559425,0.037398572705892086,3,2
99,17033.15254112507,8483.235675131971,28.222721423625313,93,113.56910063352518,0.38802236740013996,-0.16430567773588223,-0.023436461590191193,3,2
100,16785.11283396979,8511.35283251531,28.764302297424255,93,249.6288528492634,0.12330009003278519,0.14876742742829663,0.04117714015424312,3,2
101,16499.910028576327,8560.601311749966,28.498964382838953,95,289.42377807539714,-0.2923629085576067,0.5947233648137882,0.022918714526025674,3,2
102,16220.471591684172,8514.811937385022,28.178602007188275,96,283.1653394211859,-0.6657369001654274,0.5429501734599853,-0.0025239319337782007,0,3
103,16004.12971149073,8422.897069134771,27.766927526268105,97,235.05812389060907,-0.8330689047508457,0.2775157173681322,-0.034838928941201,0,3
104,15950.05277219745,8436.078696797378,28.512595199016044,97,55.66530958723621,-0.4963277706207663,0.5575450115454146,0.030153131410306955,0,3
105,15792.789797857173,8250.070064294763,28.07703913919697,98,243.57964646686912,-0.6487608627024457,-0.22044052541252768,-0.011824421358279658,0,3
106,15779.30718547474,8174.186704303614,28.315210221637773,100,77.0721862001192,-0.3350036231379079,-0.4169569005074578,0.0034991185204189534,0,3
107,15822.117147268573,8091.693359396008,27.960993335407533,100,92.9406813641748,0.0699317848328036,-0.6340890538840966,-0.038668580357821725,0,3
108,15756.154498841315,8052.420171616876,28.20956638132955,101,76.7692389856257,-0.029007909750262684,-0.496370823665643,-0.02752422207678329,0,3
109,15820.755297450462,8056.237655352048,28.05212601332977,102,64.71368595959632,0.3865576557498116,-0.16501827775731215,-0.05543049119741017,0,3
110,15781.984603620796,8015.003777943621,28.61292562512862,102,56.60135901523427,0.30351688734626237,-0.10779462936203288,-0.007248516721542586,0,3
111,15702.708213045962,8026.624917818183,29.175493888425773,103,80.12561062237651,-0.07623810074889548,0.3633021514402941,0.03864577215636711,0,3
112,15851.146176747734,8008.228919289115,29.61584331226632,104,149.57418138644488,0.46827781694008763,0.5889141570992678,0.07448530438311352,0,3
113,15944.05547728858,7966.719447455719,29.62997321487365,105,101.76037823500367,0.8554190216153899,0.619678256019526,0.057924303897760154,0,3
114,15773.885298347413,7885.299789157931,29.617452177194284,105,188.6453039833589,0.21245012157487508,0.3793138898684134,0.036307048639216966,0,3
115,15668.290542472605,7866.449139650344,29.685202177507854,106,107.26417876057616,-0.19317883089658494,0.3617159311827436,0.021842243058803668,0,3
116,15595.150870570265,7802.574739719697,29.526792700418614,106,97.10497240638324,-0.5620455084270475,0.06421739153407202,-0.014812574104530185,0,3
117,15654.507974278356,7681.62143063963,28.960015520986488,108,134.73414554003233,-0.41231009502902793,-0.7118021256366802,-0.09148989410395991,0,3
118,15780.652131315817,7747.160691676431,29.10025224515188,111,142.1540107006497,-0.08663305405443111,-0.529712105291452,-0.10480872584101952,0,3
119,15913.379310921388,7732.736576512596,29.51186226875559,116,133.50928329940356,0.2106260484585789,-0.9707527494886392,-0.09432327387046868,0,3
120,16034.897314739166,7636.862164710402,30.499433068255936,127,154.78857640781632,0.33339374520353715,-1.9307837184506411,-0.023121120152130636,0,3
121,15791.92423573454,8043.319026932749,31.640439004470593,139,473.54450673951555,-1.0347875451459174,-0.11341136870851187,0.06029063580055638,0,3
122,15935.57550839674,8153.288357679617,33.046145814250686,145,180.91688106425815,-0.8776258845039848,-0.007908668078556502,0.159275146067678,0,3
123,16251.213917749585,8275.507249726377,31.768723318307238,151,338.47702261773253,-0.12536975045334486,0.1411730960607116,0.02501254012081766,0,3
124,16456.745432585336,8449.423996169813,31.25772853318084,157,269.24059760708343,0.14215917991631954,0.5554880003247433,-0.039939156321680436,3,2
125,16751.093620913878,8573.220404241765,32.41827683887724,161,319.32390060279243,0.7568672120024473,0.7369684103574912,0.04806843711312858,3,2
126,16630.194970761866,8790.688931354307,32.27692441098158,163,248.81532081764138,-0.1812905134275411,1.4556467488680482,0.020003052228537932,3,2
127,16896.950531964456,8750.91248111319,32.51698267065025,168,269.70493702240753,0.44492514582273657,0.9071562049385307,0.029936703241713936,3,2
128,16983.66486619535,8759.064287654779,31.807658791583595,168,87.09954564384572,0.4530925736352742,0.7675261510244127,-0.035629759202536526,3,2
129,17073.492691562707,8533.332796387413,31.415528036145002,174,242.9483445643265,0.4967832917942303,-0.5290983951920083,-0.06432963368537603,3,2
130,16964.143531132995,8566.127186031628,32.025931853963925,176,114.16253094444087,-0.12978501823789657,-0.28828345604034666,0.003950225596150325,3,2
131,16964.99498879556,8480.910113290709,32.16818411497219,178,85.22144508507255,-0.24547685210205827,-0.5050216131896264,0.02069435534117403,3,2
132,16985.91424708438,8500.894930862782,31.398743153923327,179,28.941325818558546,-0.06907438484634554,-0.18851053020713948,-0.04639920165738687,3,2
133,16944.36344198948,8488.235582013876,31.828877231211735,180,43.43861798719003,-0.009931423587829613,0.011833231051127768,-0.01448954321025564,3,2
134,16973.70551259372,8416.442647420585,31.973907886927414,180,77.55774364144328,0.3852588252831026,-0.09528989103191066,-0.002843332348242633,3,2
135,16826.553775130567,8373.762459988766,32.435023999740125,181,153.21698621794147,0.1422406112600072,-0.06303109379979333,0.040614370466145466,3,2
136,16751.595099208535,8308.726482728365,32.04096485696347,182,99.2402978472339,0.14709926045929933,-0.20082101958522003,-0.00041410192922075595,3,2
137,16595.66636806131,8322.591485326795,32.00079870660822,183,156.54395263809386,-0.006680386131762361,-0.08057165349285356,-0.007139970279164132,3,2
138,16517.775249276405,8310.535491377324,31.733788199448327,185,78.81906286098999,0.15414630752343328,-0.16567195523504097,-0.04055458665511846,3,2
139,16239.171995181063,8317.333786057243,32.18291109606928,186,278.6865474228079,-0.45183826686390205,-0.19810172530593206,-0.004077808752478873,0,3
140,16165.762814319456,8351.903477941774,33.01904708435476,186,81.14598298840453,-0.24970237903161774,-0.03646401952315159,0.0782128653850771,0,3
141,16075.388095006718,8339.046301862021,31.75105809715624,186,91.29350833259541,-0.08756283997905712,-0.19124377109815782,-0.032478819063482156,0,3
142,15985.607036310383,8340.58284398363,31.87931845728243,186,89.79429777578432,0.09493727493548931,-0.25738999152245867,-0.015330300830678212,0,3
143,15887.26847399411,8405.615138438998,32.271982522419634,187,117.89752476464083,0.19475726497725532,0.02711495396684427,0.033152942906739646,0,3
144,15829.659725529173,8430.440361024044,32.059826512646616,187,62.73041197271121,0.4224725697271623,0.05903358923944779,0.022663646105898216,0,3
145,15669.343971538941,8513.024373283764,31.911702710114373,188,180.33657975860262,0.14703070948519326,0.42550764755566206,0.021903074525852162,0,3
146,15408.017118399697,8572.474227276613,31.362864850010403,190,268.0043106638916,-0.503221430768491,0.6664327052997265,-0.01908295740590038,0,3
147,15414.25885581248,8472.372944421402,31.631921313911683,191,100.29605429212913,-0.19811092607146463,0.12352596686224615,0.018278296475001454,0,3
148,15390.613429821628,8416.783069378342,30.675104949997486,192,60.41734746863904,-0.11846917808779267,-0.17047882730585684,-0.05206020808318712,0,3
149,15340.808830588141,8439.528603265371,30.494434636067734,192,54.75299131898222,-0.27111874113282397,-0.021515638393211134,-0.049970610625700296,0,3
150,15360.405959594813,8431.574977253838,31.501837673911865,192,21.17362729709124,-0.17627544193739197,-0.014979299143831781,0.05644615389865226,0,3
151,15323.330323884396,8375.892405006542,30.37021747950825,192,66.90614455841344,-0.34931069145706317,-0.2620742985496065,-0.03758370255907639,0,3
152,15424.48659400839,8346.411381021095,30.927845797917723,193,105.36618390152587,-0.02414235905111184,-0.3149650456363702,0.023537822051996393,0,3
153,15410.719804878554,8403.048433153457,31.132349903234264,193,58.286550585176855,-0.16359449830837036,0.157978533438083,0.05175258802144622,0,3
154,15460.646507784328,8341.386685648342,30.21280262255028,195,79.34539895688594,-0.10524814514884895,0.016862244106135904,-0.028204709478035106,0,3
155,15442.710974513531,8323.65187432063,30.553381937049004,197,25.225441141966666,-0.3932525952717185,0.16390592486447986,0.004489195749654229,0,3
156,15816.794265063116,8238.849227915885,30.060619026069226,200,383.5753379988598,0.9833943700089094,-0.07369467650681827,-0.037252818839835555,0,3
157,15820.287649904405,8303.086012982454,30.330869426071008,200,64.33227283888387,0.9072354195710943,0.4510922934888697,-0.012218134525205926,0,3
158,15765.441404973322,8264.001756291762,30.47619716663796,201,67.34768610914868,0.558135141478246,0.3844423722239725,0.00017175928747903413,0,3
159,15657.043677955502,8195.458221308,30.62666706606682,205,128.25094951652713,0.04092256105280967,0.10808623981704102,0.010061497976501244,0,3
160,15589.811336119583,8141.048378648321,30.811177870422526,206,86.49076720222669,-0.2695948682364815,-0.1314222733213768,0.02103553651112655,0,3
161,15644.967706625273,8054.250291176614,30.915736840192128,211,102.84038179958903,-0.10455857769609622,-0.5399366115049986,0.020303635823859523,0,3
162,15602.121658745138,8021.699884881353,30.639874020839642,215,53.80881776464281,-0.3588955301226662,-0.6302986559651771,-0.015811705227744,0,3
163,15766.554096010683,8013.780719091573,30.913615501078116,227,164.62325032112352,0.12926519667095704,-0.602013346705732,-0.0037274227069552524,0,3
164,15719.208771802572,8047.972886012036,30.735569049382583,232,58.40133306378253,-0.19572656874323968,-0.3543050472706284,-0.03956858267716523,0,3
165,15592.000152348588,8151.054872656166,30.916150176485125,240,163.7313697598374,-0.9281821244959758,0.2322174996135118,-0.03730884918971622,0,3
166,15960.695723690242,8233.329039986558,31.745187030951268,256,377.7646757426691,0.30286823373936045,0.6852723078326477,0.02396036644170163,0,3
167,15973.494679224263,8262.788933362886,31.59996329391614,268,32.12039337306236,-0.03160370251194422,0.84411122922711,-0.0029892686783181688,0,3
168,15918.278002633742,8218.679101328788,32.6120765067657,278,70.67943851597973,-0.6783422057013979,0.545653772829624,0.07037116046156733,0,3
169,16147.50646993908,8097.676882907733,32.002280726455645,287,259.20570776289793,-0.22670956122391317,-0.20950507217584402,0.0009541046749355075,0,3
170,16403.95153861151,8033.736198283981,31.815175165059117,299,264.29627202261435,0.29696995961590744,-0.6462610899300216,-0.02948648942476595,0,3
171,16578.29780334216,8086.896296678644,32.765266633631434,306,182.2731981413046,0.49914110708070325,-0.3838081990059834,0.03744726586743674,3,2
172,16644.39659944861,8128.987571979746,32.012509868321686,316,78.36640189483504,0.30984566406146996,-0.1449885276698808,-0.0440076771648199,3,2
173,16612.76757394254,8102.873424589831,32.73698781255525,317,41.02278411636018,-0.21325027568443033,-0.25209567756408546,0.009400385510527798,3,2
174,16905.337926719254,8204.115199400729,32.364746536624686,324,309.59238823704817,0.5303665543339946,0.38572553842115553,-0.032605344859329755,3,2
175,16831.7190989184,8135.907642500996,32.610611358958344,329,100.35966856518192,-0.07409712388201228,0.10744706374519808,-0.01646093853191033,3,2
176,16898.140645021973,8160.352487419844,33.450635991426566,334,70.78190355789364,0.009812511419909242,0.30364174008880696,0.05587980818672289,3,2
177,16932.952711690014,8134.235603029399,32.93898961451058,340,43.5227919368576,-0.05612998749316489,0.20305791741228063,0.007933229256749108,3,2
178,17030.3756088501,8122.947622061551,32.78081689251512,342,98.07478995136911,0.16436278886195055,0.18284393014235434,-0.0006616513358395082,3,2
179,17102.22262802845,8061.223587230279,32.76890360978772,346,94.7198542154304,0.367357472766912,-0.09415208103875727,-0.0005250575191819706,3,2
180,17001.988257739285,8013.091362880431,33.06602048975863,348,111.19230318043384,-0.05039337630694263,-0.2893205681843227,0.02963253439178981,3,2
181,16911.854226842228,8063.360702114621,32.59181545010259,350,103.20549822181673,-0.4033898778313869,0.08117576023849438,-0.004084840429106507,3,2
182,16972.21527078534,8036.240110282043,32.55178038484166,352,66.17389009313142,-0.14367464558768006,-0.006016784489744964,-0.005573607267294278,3,2
183,16927.771463222936,8008.383219197858,32.58335975633247,356,52.452449025538144,-0.2222705432944565,-0.1200899605366601,0.005374274777437016,3,2
184,16952.105277369224,8005.239873727778,32.402011144927215,356,24.536666826796733,0.027070547352622043,-0.08455045538512707,-0.006958193805006729,3,2
185,16909.398150840592,8007.436618949505,32.075585652488684,357,42.764832508778696,-0.01622098568688557,-0.07525771671659243,-0.02857145614362544,3,2
186,16995.726278264905,7952.485221857195,32.09609628984247,359,102.33377764780961,0.4504160783032205,-0.39521655691237356,-0.019712933598481364,3,2
187,16975.19831147634,7972.888279201535,31.713785010501077,359,28.94526440340801,0.5171151109207415,-0.2999158079123845,-0.04684663550502677,3,2
188,16867.73018398756,8034.576178729374,32.3617574869742,359,123.91616215179971,0.2558549166687385,0.021955247928630683,0.01650722847351016,3,2
189,16699.103467945824,8129.945769227904,32.55617778601949,359,193.72755600102602,-0.24074992865007516,0.5283676819274206,0.03883307309588968,3,2
190,16615.490766301315,8085.172711514432,32.31873661005057,360,94.84601705722659,-0.4120385791727301,0.2574003490256018,0.022145345361320956,3,2
191,16587.345341208813,8062.033946841149,32.287256021012226,360,36.435811714173056,-0.37417302842530376,0.11072117842637397,0.02217183500355624,3,2
192,16590.02647197574,8034.431207803862,32.09169070235656,362,27.733335723345863,-0.22619532338194404,-0.05385166890420123,0.006116082685410085,3,2
193,16661.388261032385,8019.383485488625,32.052412689491355,362,72.93106626811344,0.1746104382245619,-0.13860790535724732,0.001954872180460754,3,2
194,16656.211545004902,8027.250786035387,31.718662708481435,362,9.423597814640724,0.2611816638242317,-0.08275126017416312,-0.030419037086311107,3,2
